repo_name,file_path,url
fluent/helm-charts,charts/fluentd/templates/hpa.yaml,https://github.com/fluent/helm-charts/blob/f87fec5d36cf871ad5174c021b8d6ceb6a1b2001/charts/fluentd/templates/hpa.yaml
krestomatio/moodle-operator,watches.yaml,https://github.com/krestomatio/moodle-operator/blob/ad59455d6e1d8d8fdf221883607f7b3ca2161a6c/watches.yaml
andrewferguson/corekube-worker,full.yaml,https://github.com/andrewferguson/corekube-worker/blob/b1f3a1014a0ae8f19d822d5fd51817f5ec7a1187/full.yaml
carvel-dev/ytt-library-for-kubernetes,app/hpa.yml,https://github.com/carvel-dev/ytt-library-for-kubernetes/blob/bba7985ed8ac94bb55b95cfaf20cbcd3521b8f88/app/hpa.yml
rafaelongo45/k8s-guess-game,api.yaml,https://github.com/rafaelongo45/k8s-guess-game/blob/efaa78c6ed4f0936fbe5ae637283fa8d6f8534c6/api.yaml
onurinc/ApiGateway,blog.yaml,https://github.com/onurinc/ApiGateway/blob/feaae95bf9872b31d96e49a84fafefe6e334073a/blog.yaml
benjosiah/udacity-project-3,hpa.yaml,https://github.com/benjosiah/udacity-project-3/blob/78bd236684e4918f586390b2f377ec52a73e937a/hpa.yaml
Herdanis/Belajar-Kubernetes,basic/25-hpa.yaml,https://github.com/Herdanis/Belajar-Kubernetes/blob/7ea887f866364cdfb63b69d1d174d302db6dc031/basic/25-hpa.yaml
Vikasghandge/kubernate,hpa/hpa2.yml,https://github.com/Vikasghandge/kubernate/blob/ae12d7fb53f5b023f2f290a89789448fa7af13c0/hpa/hpa2.yml
vfarcic/gke-autopilot-demo,k8s.yaml,https://github.com/vfarcic/gke-autopilot-demo/blob/f4dd44ea428da07c44c5b0718fd089ab5e48fd71/k8s.yaml
veerashayyagari/oauth2-proxy-auth0,k8s/templates/hpa.yaml,https://github.com/veerashayyagari/oauth2-proxy-auth0/blob/581ad1fec21c272a321e4ec0b93b9cc13b7d6b96/k8s/templates/hpa.yaml
khm0930/cloud_storge-Kubernetes-deployment,HPA.yml,https://github.com/khm0930/cloud_storge-Kubernetes-deployment/blob/daa9e16416499e58d163542755eb87febccf52f1/HPA.yml
nirmata/sample-integrations,istio/istio.yaml,https://github.com/nirmata/sample-integrations/blob/d08f3a76dbcd64daba31cb0c14c0103f4521b363/istio/istio.yaml
ashifanassar/user,deploy.yaml,https://github.com/ashifanassar/user/blob/13fea52996d9f6fb2154c20bb53422ddb1deb248/deploy.yaml
giel/cka_cursus,deployments/hpa-autoscaler.yaml,https://github.com/giel/cka_cursus/blob/ce201076909e6145e0c281a6590fdc8d0f7dcbe4/deployments/hpa-autoscaler.yaml
pahud/amazon-eks-gpu-scale,hpa.yaml,https://github.com/pahud/amazon-eks-gpu-scale/blob/f361274a0cd943efca2c85c2650ada667f5123cc/hpa.yaml
mahmouuud230/Horizontal-Pod-Autoscaling-Project,hpa.yml,https://github.com/mahmouuud230/Horizontal-Pod-Autoscaling-Project/blob/ce533528076e4ca8c316ab4f2ed0f884f7b7eebf/hpa.yml
YevgenyW/cloud-infra-DS-19,cpu_hpa.yaml,https://github.com/YevgenyW/cloud-infra-DS-19/blob/ce3538887aea8fc38c2e301f9ba097ed222416d4/cpu_hpa.yaml
luniemma/kube-appproject,app.yaml,https://github.com/luniemma/kube-appproject/blob/97806871ca56068f9490f99ffa6c301189cc6504/app.yaml
seenu1098/My-projects,rendering-service/k8s/hpa.yaml,https://github.com/seenu1098/My-projects/blob/a7d16634534c863c5dfe65641670b096c73d565e/rendering-service/k8s/hpa.yaml
kshaanu/kubernetes,kub.yml,https://github.com/kshaanu/kubernetes/blob/7c1052a6eea9edd9b32283f559a0c3ef80339e1e/kub.yml
team529nl/blue-green,scripts/istio-kiali.yaml,https://github.com/team529nl/blue-green/blob/328ea0f82af9dc925676dd54697e7bd1dba8a941/scripts/istio-kiali.yaml
zuisong/vertx-server-push,k8s.yml,https://github.com/zuisong/vertx-server-push/blob/b1b6a616bdb6fd4628f9f7188116d964242d0fb7/k8s.yml
JonathanXDR/UEK-210,project.yml,https://github.com/JonathanXDR/UEK-210/blob/79284e4c609282e064d3596c35800b50518983d7/project.yml
Mathavan369/kube-todo,hpa-v2.yaml,https://github.com/Mathavan369/kube-todo/blob/a97232af60138406b368c15e59e1b45b3c378d41/hpa-v2.yaml
Ronach/Kubernetes,deploy.yaml,https://github.com/Ronach/Kubernetes/blob/33cf0a75f1fc78bd47e4b59b72042552bc9a8b36/deploy.yaml
Ajithkrkd/Pedal_Planet_Ecommerce,hpa.yml,https://github.com/Ajithkrkd/Pedal_Planet_Ecommerce/blob/9f11fd25d57d77557398b5972d1c79339f4cda69/hpa.yml
sekhrivijay/mci-test,zone.yaml,https://github.com/sekhrivijay/mci-test/blob/e183abd8c47bdfb87cf8bc784c96733c4329810d/zone.yaml
sabermaraghi/springboot_helmchart,myfile.yaml,https://github.com/sabermaraghi/springboot_helmchart/blob/db1a443394859d7fd6848c29554eb69f288bfd14/myfile.yaml
ralph-church/Utility-APIs,k8s.yaml,https://github.com/ralph-church/Utility-APIs/blob/ce0da4356902e21c3988c9196f764f218b3663cf/k8s.yaml
lowang-bh/k8s-learn,hpa-rs.yaml,https://github.com/lowang-bh/k8s-learn/blob/9ef3a0bebe63ad7e3d301b6349316b403d91c878/hpa-rs.yaml
GAidaraliev/Multi-zone-cluster-in-kubernetes,webapp.yml,https://github.com/GAidaraliev/Multi-zone-cluster-in-kubernetes/blob/28abe6d79ecee7aed67823305dbcec5c8c2393b6/webapp.yml
edsontecno/clean-architecture-nestjs,k8s/hpa.yml,https://github.com/edsontecno/clean-architecture-nestjs/blob/8b983138911789b929dc2385426c9f524b0ffec1/k8s/hpa.yml
