repo_name,file_path,url
learnk8s/spring-boot-k8s-hpa,kube/hpa.yaml,https://github.com/learnk8s/spring-boot-k8s-hpa/blob/64fced5d87e8e9ecaccb3b9a64989bfea0050e67/kube/hpa.yaml
krestomatio/moodle-operator,watches.yaml,https://github.com/krestomatio/moodle-operator/blob/ad59455d6e1d8d8fdf221883607f7b3ca2161a6c/watches.yaml
ChandanTeekinavar/flask-mongo_db,hpa.yml,https://github.com/ChandanTeekinavar/flask-mongo_db/blob/3f5c034cfebc87e57c0b07def2ca9316fd268ac4/hpa.yml
knative/operator,cmd/operator/kodata/ingress/1.14/kourier/kourier.yaml,https://github.com/knative/operator/blob/1411f1759c99095a567186ecb48e618663a2748a/cmd/operator/kodata/ingress/1.14/kourier/kourier.yaml
daitomiun/kubernetes_boot_dev,web-hpa.yaml,https://github.com/daitomiun/kubernetes_boot_dev/blob/3fd7ce0e2d470e77ec5b29b4546cdb3f7c8f4b1a/web-hpa.yaml
loh-sh/assignment-kubernetes,hpa.yaml,https://github.com/loh-sh/assignment-kubernetes/blob/e4e7564bcf7411a9fc632ffa7148adc4962e270b/hpa.yaml
inevity/k8smetal,hpa-v2.yaml,https://github.com/inevity/k8smetal/blob/af24d8ffbf6025e6fabb316109c64b998c5abe41/hpa-v2.yaml
Santaca/devops_challenge_mb,k8s/hpa.yml,https://github.com/Santaca/devops_challenge_mb/blob/f7d2472c2b7953b1ff4f5411dfbab61615f54196/k8s/hpa.yml
erikalima/mba-fase4,deploy.yml,https://github.com/erikalima/mba-fase4/blob/42ac1a3cdbd2bf5c4a8410e6565298cfca52aa01/deploy.yml
vinoct6/kubernetes_learning,hpa/hpa.yaml,https://github.com/vinoct6/kubernetes_learning/blob/a66531868078ad8002ee53128bf4755f34801278/hpa/hpa.yaml
ChandanGhosh/blocky-unbound-k3s,blocky.yaml,https://github.com/ChandanGhosh/blocky-unbound-k3s/blob/9b8fbbd78582ea0d8708f34b1865804489deea2d/blocky.yaml
beenlee0930/mycd,front.yaml,https://github.com/beenlee0930/mycd/blob/904b6fde4baa4bcd94c54d4135c7067623290a31/front.yaml
Chase-Marino/retain-hpa-test,pp.yaml,https://github.com/Chase-Marino/retain-hpa-test/blob/b66d7b21fa80f2dc8bed5719e847013a24d679af/pp.yaml
rexhinokovaci/az-k8s-cors-proxy,k8s/hpa.yml,https://github.com/rexhinokovaci/az-k8s-cors-proxy/blob/5d2941d7177dccfb1df06445d41a061ad6b633f9/k8s/hpa.yml
HoussemDellai/k8s-scalability,hpa.yaml,https://github.com/HoussemDellai/k8s-scalability/blob/07a2302b680447333b8962489c0510998a6e82fc/hpa.yaml
zadi2712/demoGH,main.yml,https://github.com/zadi2712/demoGH/blob/451c9ce8b6eb6571c8fcaf43705b2b767c8e82ba/main.yml
innvo-digital/PRB.RHSSO,deploy.yaml,https://github.com/innvo-digital/PRB.RHSSO/blob/43488c7b131a273249666bd50fb1316e6e1540e9/deploy.yaml
persevcareers/AzureKubernetesService,pdb/pdb.yml,https://github.com/persevcareers/AzureKubernetesService/blob/37c0434d5f167a3574f220beed4b8d9836d2b65b/pdb/pdb.yml
vfarcic/kwasm-demo,app.yaml,https://github.com/vfarcic/kwasm-demo/blob/4acc5f42d5d53610cc0c1a304cd7e399f77d44f3/app.yaml
thegreatestgiant/k8s,web-hpa.yaml,https://github.com/thegreatestgiant/k8s/blob/d88d894fd605a691400608ab489c38939c9608af/web-hpa.yaml
syed-hassan-ops/PetClinic-java-app,HPA.yaml,https://github.com/syed-hassan-ops/PetClinic-java-app/blob/024722cbdd2b24dede240bae6f7c312d71a15d89/HPA.yaml
JawaidAkhtar/weather_app,HPA.yml,https://github.com/JawaidAkhtar/weather_app/blob/f88961cf8125fd65a57c9acd65123dea3faeb78c/HPA.yml
passmarked/vnu,kube.yaml,https://github.com/passmarked/vnu/blob/38e1e9d5ae895b6b5a374f6f5943bc60641d8a0e/kube.yaml
pahartrahar228/demo-deployment,hpa.yml,https://github.com/pahartrahar228/demo-deployment/blob/fffac8ed8e2e4fdda6730b88d83c526c413493bb/hpa.yml
josephburnett/hpa-cron,example.yaml,https://github.com/josephburnett/hpa-cron/blob/eaec3671cebbd0309464dbeb4c783f7d7974b260/example.yaml
iamamash/Node-TODO-CI-CD,K8s/hpa.yaml,https://github.com/iamamash/Node-TODO-CI-CD/blob/d954895b992f74cbf173b664cc916d1eb4a81fae/K8s/hpa.yaml
Sujithsai08/buyogo_devops_intern_assignment,hpa.yml,https://github.com/Sujithsai08/buyogo_devops_intern_assignment/blob/296ed00fd39e3d4b79781a4f12bf98ad25ae536b/hpa.yml
skippednote/ha-mautic-k8s,hpa.yml,https://github.com/skippednote/ha-mautic-k8s/blob/5077204b7ca2fe3140334edcaeb90b600965312d/hpa.yml
yjinjo-k8s/aws-msa,ch19_hpa/autoscale-rules.yaml,https://github.com/yjinjo-k8s/aws-msa/blob/8e398fdbf33a9a0ee03f263aeab85ebd5869aafb/ch19_hpa/autoscale-rules.yaml
