repo_name,file_path,url
learnk8s/spring-boot-k8s-hpa,kube/hpa.yaml,https://github.com/learnk8s/spring-boot-k8s-hpa/blob/64fced5d87e8e9ecaccb3b9a64989bfea0050e67/kube/hpa.yaml
krestomatio/moodle-operator,watches.yaml,https://github.com/krestomatio/moodle-operator/blob/ad59455d6e1d8d8fdf221883607f7b3ca2161a6c/watches.yaml
ChandanTeekinavar/flask-mongo_db,hpa.yml,https://github.com/ChandanTeekinavar/flask-mongo_db/blob/3f5c034cfebc87e57c0b07def2ca9316fd268ac4/hpa.yml
devopsbykunal/Modern-Restaurant-UI-main,deploy.yaml,https://github.com/devopsbykunal/Modern-Restaurant-UI-main/blob/5caee3c8b3555df3292b38bd84c489948b8b161f/deploy.yaml
Yuvaraj2002/capstone-project,my-hpa.yaml,https://github.com/Yuvaraj2002/capstone-project/blob/789a7c031459dc71e6427299e0b915f6876c2d6a/my-hpa.yaml
mmustafakapici/hello-world-from-docker,hpa.yaml,https://github.com/mmustafakapici/hello-world-from-docker/blob/caedcf6a8c161efdb52225cceee44d793a66fdee/hpa.yaml
Abxtracted/abxtracted,k8s/hpa.yml,https://github.com/Abxtracted/abxtracted/blob/5bad9f571ba5d5782e564b13e9b93c79934c9b1e/k8s/hpa.yml
monofuel/badmars,k8s/ai.yaml,https://github.com/monofuel/badmars/blob/bd3033884b48f5147bed3d1704b2794e2e5d3c57/k8s/ai.yaml
Emerson-dev/go-hpa,go-hpa.yaml,https://github.com/Emerson-dev/go-hpa/blob/455573649b53a6981c4707077a84aa0003b75c75/go-hpa.yaml
Boskey/Learn-ServiceMesh-Workshop,istio.yaml,https://github.com/Boskey/Learn-ServiceMesh-Workshop/blob/848c5238eb36847193ba52c537679d64ab1b0f50/istio.yaml
vfarcic/flagger-contour,app.yaml,https://github.com/vfarcic/flagger-contour/blob/6f850593ef787dc19af0c776db5e9395172e2d8b/app.yaml
manimaul/wkwebrtc,k8s.yml,https://github.com/manimaul/wkwebrtc/blob/f8ea8a942d8fc1cc7c1fbddae83e29243c7e4552/k8s.yml
pablotdv/poc-k8s,k8s/hpa.yaml,https://github.com/pablotdv/poc-k8s/blob/0e5da45bad32270e8905a1a9991f441f1cbb01fe/k8s/hpa.yaml
vikramdevopsb79/learn-kubernetes,14-hpa.yml,https://github.com/vikramdevopsb79/learn-kubernetes/blob/173b04a2a4d087313700d61ddd85689143e1c66c/14-hpa.yml
abdidarmawan007/k8s-horizontal-pod-autoscale-v2,hpa-v2.yaml,https://github.com/abdidarmawan007/k8s-horizontal-pod-autoscale-v2/blob/c64ee40a53daf96afa82871530805093a4241eae/hpa-v2.yaml
devops-pro-mota/k8s-template,hpa.yml,https://github.com/devops-pro-mota/k8s-template/blob/5cb494f024442bad960b9af02c29b769f9011b59/hpa.yml
jorgescarenzi/test,hpa.yaml,https://github.com/jorgescarenzi/test/blob/552bc143ae92329cfade73c4cf7c6c07996fee7e/hpa.yaml
iamsamitdev/spring-boot-kubernates,hpa-v1.yaml,https://github.com/iamsamitdev/spring-boot-kubernates/blob/e89d94553138dabf39d1e81c0eda3f7a93eb5f42/hpa-v1.yaml
mohib988/Hpa-and-loadBalancing-with-Kubernetes,my-hpa.yaml,https://github.com/mohib988/Hpa-and-loadBalancing-with-Kubernetes/blob/c8224de7fc4a2b2f38e41c1e6ccf3b48161ff80e/my-hpa.yaml
smobinulla/prac,deploy.yml,https://github.com/smobinulla/prac/blob/2d5ebf094f0421ec32f60b3635b0a7ef4bb29893/deploy.yml
sabermaraghi/springboot_helmchart,myfile.yaml,https://github.com/sabermaraghi/springboot_helmchart/blob/db1a443394859d7fd6848c29554eb69f288bfd14/myfile.yaml
GenoShaSha/UserService_BeMyPet,scaling.yml,https://github.com/GenoShaSha/UserService_BeMyPet/blob/907b45a880b422a2460d999b70b222e3b44872e1/scaling.yml
neilgierman/scaled-bot,bot-hpa.yml,https://github.com/neilgierman/scaled-bot/blob/c973dc5995dd54ede54f6621ba1a21f10935829a/bot-hpa.yml
caseywschmid/puzzle,K8.yaml,https://github.com/caseywschmid/puzzle/blob/b74b8eac87f0d863506bba63a91c36e003bd5c28/K8.yaml
jact1001/forms,hpa.yaml,https://github.com/jact1001/forms/blob/abe151081605ebaa1f4c5ab5f9164c66f0c053c1/hpa.yaml
ashnageorge98/Kubernetes-Concepts,hpa.yaml,https://github.com/ashnageorge98/Kubernetes-Concepts/blob/e785e01f827913e7b98c8c3a0cc0ee2bc2da1926/hpa.yaml
onurinc/ApiGateway,blog.yaml,https://github.com/onurinc/ApiGateway/blob/feaae95bf9872b31d96e49a84fafefe6e334073a/blog.yaml
fromhell13/kubernetes-assessment,hpa.yaml,https://github.com/fromhell13/kubernetes-assessment/blob/08bf0776a652a2a49e01f2cac1662e167d2288d9/hpa.yaml
murilonerdx/Kubernetes,hpa.yaml,https://github.com/murilonerdx/Kubernetes/blob/9f7139fb0490fd083f5774ba21882c5cfd455cad/hpa.yaml
